Customer_ID,Gender,Age,Married,Number_of_Referrals,Tenure_in_Months,churn_id,state_id
37997-TEL,Male,70,Yes,4,22,1,6
38073-ASS,Female,54,Yes,8,35,1,46
38153-MAH,Female,52,Yes,9,27,1,2
38158-HAR,Female,46,No,15,15,1,32
38198-KER,Female,32,No,9,26,1,73
38211-WES,Male,29,Yes,5,13,1,3
38217-AND,Female,38,Yes,7,24,1,19
38244-JAM,Female,36,No,13,33,1,41
38256-ODI,Male,47,Yes,8,26,72,69
38271-PUN,Female,49,No,15,16,1,26
38298-ODI,Female,54,Yes,2,8,1,69
38303-UTT,Male,77,No,5,17,1,10
38309-KAR,Female,29,No,15,15,1,4
38311-PUN,Male,45,No,6,1,1,26
38353-PUN,Male,43,Yes,12,23,4,26
38354-ASS,Female,31,Yes,2,26,26,46
38364-TEL,Male,26,Yes,15,25,67,6
38365-KAR,Female,60,Yes,0,21,1,4
38368-TAM,Female,20,No,6,3,1,5
38393-AND,Female,56,Yes,4,2,26,19
38403-KAR,Female,34,No,5,19,1,4
38407-WES,Male,53,No,1,33,1,3
38411-AND,Male,61,No,8,4,1,19
38434-HAR,Female,58,No,10,19,3,32
38452-MAH,Female,34,No,6,14,18,2
38453-BIH,Female,46,Yes,4,32,3,16
38495-PUN,Female,20,Yes,11,8,1,26
38496-UTT,Female,67,Yes,14,4,1,10
38504-GUJ,Male,55,No,12,31,3,8
38577-BIH,Female,30,Yes,6,36,18,16
38589-CHH,Male,40,Yes,15,2,1,25
38602-JAM,Female,64,No,5,4,20,41
38636-TEL,Female,54,No,8,13,20,6
38662-PUN,Female,64,Yes,5,33,1,26
38663-TAM,Female,45,Yes,4,36,1,5
38663-UTT,Male,42,No,7,15,18,10
38672-JAM,Male,21,No,0,9,1,41
38695-WES,Female,19,No,12,1,1,3
38731-AND,Female,79,Yes,11,29,1,19
38748-AND,Female,22,Yes,13,6,18,19
38749-UTT,Female,53,Yes,5,15,1,10
38768-UTT,Female,38,Yes,6,33,1,10
38779-HAR,Female,25,No,13,19,18,32
38785-TAM,Female,53,Yes,4,35,1,5
38793-DEL,Female,46,Yes,10,19,22,1
38795-MAH,Female,39,Yes,15,25,5,2
38798-KER,Male,41,No,11,25,1,73
38815-JAM,Female,67,No,13,16,1,41
38817-AND,Female,44,No,3,4,1,19
38825-KAR,Female,63,No,8,29,1,4
38842-WES,Female,69,Yes,5,29,1,3
38869-WES,Male,47,No,9,1,1,3
38895-TEL,Female,63,No,3,10,1,6
38918-MAH,Female,47,Yes,11,2,1,2
38920-GUJ,Female,81,Yes,15,34,63,8
38920-PUN,Female,50,No,8,7,18,26
38927-UTT,Male,52,No,1,6,67,10
38932-TAM,Female,59,No,5,8,193,5
38933-UTT,Male,28,Yes,0,10,1,10
38963-TEL,Female,59,Yes,13,33,3,6
38970-DEL,Male,67,No,13,9,1,1
38985-UTT,Male,57,No,11,12,1,10
38999-WES,Female,59,Yes,0,15,22,3
39045-TEL,Male,34,No,1,23,1,6
39047-KAR,Female,20,No,9,8,63,4
39068-RAJ,Female,38,Yes,14,21,1,11
39078-MAH,Male,61,No,5,13,1,2
39123-MAH,Female,45,No,10,9,63,2
39128-PUN,Male,36,No,15,22,18,26
39161-JAM,Female,72,No,5,9,20,41
39167-TAM,Female,41,No,6,15,1,5
39181-WES,Male,54,Yes,10,7,1,3
39182-TAM,Male,42,No,11,4,1,5
39190-WES,Female,54,No,15,25,1,3
39191-UTT,Female,74,No,14,20,63,10
39193-TAM,Female,68,Yes,1,21,1,5
39216-JHA,Female,21,No,3,3,3,29
39219-KAR,Female,58,Yes,6,35,25,4
39251-KAR,Male,68,No,6,31,19,4
39253-UTT,Female,49,No,13,14,1,10
39280-DEL,Female,48,Yes,6,23,1,1
39306-TAM,Male,73,Yes,14,19,1,5
39308-MAD,Male,27,No,4,5,1,20
39309-MAD,Female,52,No,3,19,1,20
39318-UTT,Female,24,No,13,8,1,10
39322-UTT,Female,44,No,12,33,26,10
39332-TEL,Female,44,Yes,6,8,18,6
39348-MAD,Female,56,Yes,3,31,4,20
39350-BIH,Female,39,Yes,15,28,1,16
39367-TEL,Female,62,No,6,31,1,6
39380-PUN,Male,54,No,6,25,1,26
39394-HAR,Female,69,Yes,0,1,193,32
39394-TEL,Female,47,No,10,12,1,6
39398-TAM,Male,37,Yes,5,28,1,5
39400-RAJ,Female,32,No,15,12,1,11
39400-UTT,Female,32,No,10,5,22,10
39419-GUJ,Male,35,No,12,17,20,8
39438-PUN,Male,44,Yes,13,13,1,26
39512-TEL,Female,39,Yes,10,12,22,6
39517-KAR,Male,57,No,13,19,25,4
39534-PUN,Female,56,No,9,16,1,26
39534-WES,Female,60,Yes,10,5,1,3
39538-RAJ,Male,41,Yes,1,28,1,11
39540-BIH,Female,34,No,12,13,18,16
39549-KAR,Female,55,No,0,28,1,4
39554-UTT,Female,51,Yes,1,12,1,51
39561-KAR,Female,26,No,3,24,63,4
39566-DEL,Female,71,No,0,17,1,1
39581-TAM,Female,24,No,8,3,1,5
39603-RAJ,Female,81,Yes,10,7,63,11
39606-TAM,Female,73,Yes,8,29,22,5
39611-AND,Female,74,Yes,15,6,1,19
39623-HAR,Female,85,No,2,10,18,32
39636-PUN,Female,32,Yes,0,26,1,26
39642-RAJ,Female,54,No,4,34,3,11
39649-KAR,Male,42,Yes,6,36,1,4
39659-JAM,Female,61,No,8,10,20,41
39670-JAM,Male,31,No,13,16,1,41
39718-JAM,Male,35,Yes,14,32,20,41
39718-KAR,Female,63,No,1,36,1,4
39757-TAM,Female,67,Yes,9,11,1,5
39764-UTT,Female,39,Yes,5,14,18,10
39778-BIH,Female,39,No,10,11,3,16
39779-AND,Female,24,Yes,14,8,1,19
39808-TAM,Male,40,Yes,3,29,1,5
39810-GUJ,Female,72,No,12,23,3,8
39812-PUN,Male,43,No,9,31,1,26
39815-WES,Male,78,No,0,34,1,3
39819-TAM,Female,24,Yes,4,5,1,5
39833-TAM,Male,60,No,4,18,1,5
39834-AND,Male,46,Yes,12,27,267,19
39862-TEL,Female,52,No,10,18,1,6
39866-MAH,Female,24,No,1,12,18,2
39867-RAJ,Female,41,No,1,1,1,11
39868-JAM,Female,31,Yes,5,25,1,41
39870-WES,Male,40,No,10,21,63,3
39873-ODI,Female,80,Yes,3,30,63,69
39881-TEL,Male,22,Yes,13,9,67,6
39892-ODI,Male,41,Yes,3,31,1,69
39934-WES,Female,20,Yes,1,9,141,3
39937-UTT,Female,34,Yes,5,32,212,10
39946-ASS,Female,54,Yes,11,26,1,46
39946-TEL,Female,68,No,13,5,1,6
39950-GUJ,Female,47,No,11,16,1,8
39953-JHA,Female,60,Yes,10,30,1,29
39968-PUN,Male,39,Yes,11,15,1,26
41004-UTT,Female,29,No,9,2,1,10
41013-TEL,Female,35,Yes,4,19,3,6
41017-MAH,Female,52,No,12,1,4,2
41019-AND,Female,35,Yes,12,34,1,19
41031-TAM,Female,60,Yes,12,6,141,5
41036-HAR,Male,34,No,8,19,1,32
41038-TEL,Female,72,Yes,10,3,1,6
41047-TAM,Female,30,No,5,19,3,5
41056-HAR,Male,26,Yes,7,30,1,32
41061-JAM,Female,33,No,13,9,20,41
41064-PUN,Male,66,Yes,11,26,1,26
41067-HAR,Female,22,Yes,5,8,67,32
41068-TAM,Female,38,No,9,11,1,5
41077-GUJ,Female,34,Yes,10,2,1,8
41083-DEL,Female,26,Yes,3,2,72,1
41104-MAD,Female,29,Yes,9,18,1,20
41111-MAH,Female,32,No,10,8,1,2
41120-BIH,Female,33,No,10,27,1,16
41128-BIH,Male,42,Yes,13,29,63,16
41150-UTT,Male,45,Yes,15,1,1,10
41170-UTT,Male,65,Yes,8,5,1,10
41173-MAH,Female,76,Yes,14,23,63,2
41188-UTT,Female,20,No,7,7,1,10
41196-MAH,Female,29,Yes,11,10,18,2
41197-PUN,Female,31,No,1,21,1,26
41202-UTT,Female,48,No,7,31,1,10
41210-WES,Male,58,No,14,35,1,3
41235-WES,Female,37,No,8,10,18,3
41236-GUJ,Female,54,No,10,12,1,8
41238-KAR,Female,20,Yes,6,8,1,4
41244-JAM,Female,25,Yes,12,8,1,41
41252-AND,Female,44,Yes,13,1,1,19
41271-BIH,Male,36,No,14,25,1,16
41272-MAD,Female,64,Yes,1,16,1,20
41279-GUJ,Male,21,No,10,9,1,8
41280-UTT,Male,78,Yes,10,16,4,10
41283-UTT,Female,20,Yes,9,1,1,10
41319-CHH,Female,62,No,14,32,1,25
41322-UTT,Female,36,Yes,7,2,1,10
41330-AND,Female,56,No,6,34,63,19
41331-UTT,Male,22,Yes,2,5,1,10
41348-BIH,Female,64,No,14,13,18,16
41373-KAR,Female,30,Yes,5,32,1,4
41377-AND,Female,45,No,9,15,3,19
41399-GUJ,Female,36,No,6,2,72,8
41402-PUN,Female,42,Yes,15,35,1,26
41405-TAM,Male,62,No,4,27,1,5
41417-JHA,Female,41,Yes,10,2,288,29
41417-MAH,Female,36,No,6,16,1,2
41427-HAR,Male,37,No,13,13,18,32
41428-BIH,Female,45,Yes,6,10,1,16
41429-ODI,Female,45,Yes,5,30,1,69
41449-ASS,Male,36,Yes,15,15,1,46
41454-JAM,Female,72,Yes,14,7,26,41
41455-MAD,Male,25,Yes,8,19,212,20
41464-UTT,Female,68,No,12,6,25,10
41494-HAR,Female,19,Yes,3,12,1,32
41500-KAR,Male,31,No,1,31,18,4
41508-AND,Male,52,No,11,29,63,19
41510-TAM,Female,57,No,4,12,1,5
41514-UTT,Female,65,No,1,35,22,10
41515-TEL,Male,40,No,9,16,1,6
41525-UTT,Female,43,Yes,8,35,1,10
41548-RAJ,Female,27,No,7,18,3,11
41561-JHA,Male,55,No,3,5,72,29
41611-TEL,Female,78,Yes,8,5,1,6
41614-UTT,Male,50,No,3,23,1,10
41616-TAM,Female,40,Yes,14,7,19,5
41619-TAM,Female,33,Yes,1,35,1,5
41620-MAH,Female,48,Yes,8,16,5,2
41630-WES,Female,31,No,0,6,1,3
41631-JAM,Male,26,Yes,9,21,20,41
41634-KAR,Female,31,No,14,15,1,4
41636-TAM,Female,34,Yes,15,25,1,5
41644-RAJ,Female,27,No,2,33,19,11
41646-HAR,Female,39,No,0,4,1,32
41647-UTT,Male,65,No,6,20,3,10
41649-MAD,Male,50,No,4,11,1,20
41652-JAM,Female,43,No,13,28,22,41
41658-KAR,Male,72,Yes,2,16,1,4
41662-PUN,Female,18,No,6,12,1,26
41677-DEL,Male,60,Yes,5,6,20,1
41681-TEL,Female,26,Yes,9,8,1,6
41682-KAR,Female,21,No,12,10,1,4
41692-KAR,Male,42,No,11,23,20,4
41718-RAJ,Male,82,No,11,35,1,11
41724-MAH,Female,24,Yes,6,12,1,2
41725-RAJ,Female,58,Yes,3,29,63,11
41727-AND,Male,24,Yes,4,9,3,19
41758-BIH,Male,70,No,10,15,1,16
41760-KER,Male,42,No,2,11,409,73
41762-RAJ,Female,30,Yes,9,13,22,11
41777-JAM,Female,56,No,12,8,22,41
41795-UTT,Female,58,No,5,10,18,10
41816-JAM,Female,71,Yes,7,10,20,41
41835-MAH,Female,20,Yes,1,12,4,2
41842-PUD,Female,49,No,8,24,1,238
41881-RAJ,Male,42,Yes,7,16,1,11
41892-HAR,Male,33,Yes,15,24,1,32
41916-WES,Female,62,No,9,14,63,3
41924-RAJ,Female,57,No,9,11,3,11
41928-AND,Female,30,Yes,8,1,1,19
41929-UTT,Female,51,Yes,11,6,1,10
41942-GUJ,Male,40,No,4,35,1,8
41944-UTT,Female,57,Yes,10,28,63,10
41961-AND,Male,62,Yes,2,20,1,19
41985-WES,Female,52,Yes,4,31,1,3
41986-CHH,Male,30,No,11,30,1,25
41987-JAM,Male,60,No,0,24,1,41
42002-GUJ,Female,18,No,14,4,1,8
42012-UTT,Female,49,No,8,2,1,10
42024-TAM,Female,35,Yes,13,33,63,5
42029-TAM,Male,32,Yes,3,30,18,5
42045-BIH,Female,48,Yes,13,35,1,16
42047-TAM,Female,44,Yes,13,1,1,5
42084-BIH,Female,36,Yes,2,21,288,16
42089-MAH,Female,32,No,2,34,18,2
42100-TEL,Male,59,No,1,7,1,6
42150-BIH,Female,25,Yes,7,10,1,16
42152-DEL,Female,30,No,14,7,1,1
42182-TAM,Female,54,Yes,7,31,1,5
42264-UTT,Female,73,No,6,21,3,10
42276-ODI,Male,59,Yes,12,4,1,69
42329-AND,Female,57,No,10,30,1,19
42333-UTT,Male,36,Yes,8,4,1,10
42335-UTT,Female,67,No,2,14,1,10
42358-BIH,Female,53,No,9,35,18,16
42360-BIH,Female,77,No,0,24,1,16
42397-PUN,Female,53,No,0,25,1,26
42399-DEL,Female,31,Yes,0,26,1,1
42409-AND,Male,46,Yes,11,34,1,19
42420-UTT,Female,62,Yes,0,20,1,10
42421-KER,Male,57,No,4,36,1,73
42422-KAR,Female,52,No,13,25,1,4
42457-GUJ,Female,73,No,1,19,1,8
42478-PUN,Female,41,No,11,10,1,26
42496-HAR,Female,25,No,7,15,1,32
42502-MAD,Female,44,No,12,26,1,20
42508-MAH,Male,50,No,13,4,1,2
42517-UTT,Female,46,Yes,7,12,63,10
42520-PUN,Female,20,No,10,2,1,26
42538-PUN,Female,20,No,6,12,1,26
42556-JAM,Male,50,Yes,9,27,20,41
42561-GUJ,Female,57,Yes,10,17,1,8
42564-HAR,Female,39,Yes,12,4,1,32
42571-JAM,Female,27,No,8,32,20,41
42574-ASS,Female,25,No,5,3,18,46
42575-JAM,Female,35,No,6,16,1,41
42588-KAR,Female,83,No,5,31,63,4
42599-WES,Male,33,Yes,10,23,288,3
42619-KER,Male,67,Yes,15,26,1,73
42623-MAH,Female,47,No,7,36,141,2
42637-TAM,Male,38,No,14,17,1,5
42661-MAD,Male,73,Yes,3,5,1,20
42667-ASS,Male,65,No,14,35,409,46
42672-UTT,Female,68,No,9,27,1,10
42678-JAM,Female,44,Yes,0,9,1,41
42682-MAH,Male,74,Yes,15,5,1,2
42702-TAM,Female,26,No,14,25,1,5
42706-MAD,Female,41,Yes,0,11,1,20
42735-WES,Female,76,Yes,7,35,20,3
42738-UTT,Male,63,Yes,4,17,3,10
42767-WES,Female,57,Yes,9,21,72,3
42768-TAM,Female,45,No,13,14,18,5
42776-TAM,Male,44,No,7,2,26,5
42786-UTT,Male,42,No,0,1,1,10
42804-AND,Female,47,Yes,9,3,3,19
42811-PUN,Female,63,No,1,13,1,26
42850-JHA,Male,51,Yes,3,35,1,29
42864-ODI,Female,29,No,2,10,18,69
42868-TEL,Male,22,No,11,6,1,6
42869-JHA,Female,43,Yes,0,25,1,29
42870-TAM,Male,84,Yes,4,30,20,5
42899-HAR,Male,40,No,6,14,1,32
42909-KER,Female,35,No,0,4,19,73
42918-PUN,Male,71,No,10,13,1,26
42923-MAD,Male,41,Yes,1,36,1,20
42942-MAH,Female,46,No,12,14,1,2
42945-JAM,Female,21,Yes,15,12,1,41
42950-PUN,Female,31,No,4,29,1,26
42964-MAH,Female,25,Yes,3,25,1,2
42965-UTT,Male,64,No,5,33,63,51
42969-KAR,Female,23,No,11,12,63,4
43005-RAJ,Female,52,Yes,15,5,1,11
43009-AND,Female,44,Yes,12,33,1,19
43023-BIH,Male,69,No,4,11,3,16
43027-HAR,Male,57,Yes,10,19,1,32
43029-TEL,Male,37,No,1,34,1,6
43066-TAM,Female,23,Yes,15,10,1,5
43067-KAR,Male,33,Yes,9,19,1,4
43070-MAD,Female,39,No,0,5,63,20
43073-UTT,Male,73,No,1,11,141,10
43085-UTT,Male,62,Yes,1,33,1,10
43116-JAM,Female,43,No,10,30,20,41
43117-GUJ,Female,27,No,10,36,1,8
43171-MAH,Male,41,No,1,7,1,2
43182-AND,Male,48,Yes,15,27,1,19
43186-BIH,Female,61,Yes,6,12,1,16
43189-TAM,Male,67,Yes,3,36,1,5
43206-ASS,Male,50,No,11,18,1,46
43243-KER,Female,47,No,5,1,1,73
43254-HAR,Female,40,Yes,5,32,1,32
43271-DEL,Female,37,Yes,8,19,1,1
43274-WES,Male,53,No,9,23,3,3
43293-UTT,Male,54,No,14,11,1,10
43297-MAH,Male,60,No,12,18,18,2
43298-HAR,Female,55,No,1,23,67,32
43303-DEL,Female,67,No,3,9,1,1
43324-KAR,Female,73,No,8,32,63,4
43333-AND,Female,48,No,12,22,1,19
43343-TAM,Male,42,No,15,12,1,5
43349-BIH,Male,44,No,12,28,1,16
43353-GUJ,Female,72,Yes,11,33,22,8
43358-KAR,Male,28,No,4,12,1,4
43365-WES,Female,19,No,4,3,1,3
43387-MAD,Male,44,No,3,16,1,20
43397-UTT,Female,41,No,6,33,20,10
43410-MAD,Male,56,Yes,1,6,1,20
43430-WES,Male,27,Yes,1,28,1,3
43432-UTT,Female,34,No,6,1,1,10
43443-UTT,Male,38,Yes,2,16,1,10
43444-KER,Female,66,Yes,10,31,1,73
43447-KAR,Female,44,Yes,2,15,1,4
43459-KAR,Female,61,Yes,0,26,1,4
43464-ASS,Female,46,Yes,4,2,1,46
43466-ODI,Male,44,Yes,8,3,1,69
43510-WES,Female,41,No,9,27,1,3
43524-MAD,Male,33,No,14,15,1,20
43529-AND,Female,40,No,6,4,1,19
43532-TEL,Female,57,Yes,1,21,1,6
43542-MAD,Female,27,Yes,10,12,67,20
43546-KAR,Male,21,Yes,7,2,1,4
43549-JHA,Male,45,No,0,33,1,29
43566-BIH,Female,66,Yes,2,12,1,16
43577-TAM,Male,39,No,7,21,1,5
43583-GUJ,Male,50,No,13,28,1,8
43601-TAM,Male,27,Yes,14,13,1,5
43604-TAM,Female,18,No,14,7,18,5
43625-UTT,Female,22,Yes,6,8,22,10
43627-AND,Female,33,No,14,34,1,19
43633-UTT,Female,68,Yes,3,35,1,10
43635-ODI,Male,50,Yes,9,24,1,69
43660-PUN,Male,46,No,6,13,1,26
43669-UTT,Female,19,No,14,10,1,10
43670-BIH,Female,45,Yes,2,20,3,16
43717-PUN,Male,34,Yes,13,31,1,26
43728-GUJ,Female,56,No,6,1,1,8
43735-TAM,Female,34,No,9,23,1,5
43742-TAM,Male,57,No,11,11,1,5
43786-WES,Female,46,No,15,13,1,3
43792-AND,Male,53,Yes,1,27,1,19
43800-KAR,Male,43,Yes,12,2,1,4
43803-TAM,Female,61,Yes,6,14,1,5
43844-HAR,Female,55,No,13,9,1,32
43877-PUN,Male,23,No,6,3,18,26
43878-DEL,Male,41,Yes,9,10,1,1
43887-MAH,Female,62,Yes,4,27,193,2
43908-WES,Male,36,No,3,25,18,3
43916-AND,Male,41,Yes,9,13,22,19
43920-RAJ,Female,38,No,9,3,18,11
43991-TAM,Female,52,No,6,25,20,5
44010-BIH,Male,59,No,0,29,63,16
44045-KER,Female,19,Yes,7,6,1,73
44048-AND,Male,58,No,6,10,1,19
44055-UTT,Male,50,Yes,0,17,1,10
44055-WES,Female,56,No,15,25,1,3
44056-AND,Female,73,Yes,10,4,1,19
44094-JAM,Female,65,No,3,5,1,41
44116-HAR,Male,42,Yes,12,36,1,32
44119-KER,Female,25,Yes,11,10,1,73
44134-KAR,Female,38,No,1,8,63,4
44143-GUJ,Female,35,Yes,4,11,212,8
44152-PUN,Male,82,No,1,16,1,26
44155-HAR,Female,20,Yes,5,9,1,32
44192-AND,Male,41,Yes,9,5,1,19
44192-HAR,Male,35,Yes,7,30,1,32
44198-TEL,Female,49,Yes,3,24,20,6
44202-TEL,Female,50,Yes,9,14,18,6
44205-DEL,Female,30,No,12,18,1,1
44208-AND,Female,25,Yes,2,20,18,19
44218-GUJ,Female,41,No,13,20,1,8
44243-AND,Male,53,Yes,0,11,1,19
44270-KAR,Female,48,Yes,6,26,1,4
44303-TAM,Male,38,No,6,28,1,5
44307-BIH,Female,31,Yes,4,7,1,16
44370-AND,Female,61,No,12,15,1,19
44388-CHH,Male,38,Yes,1,27,1,25
44388-MAD,Male,49,No,11,9,1,20
44394-AND,Male,59,Yes,13,22,1,19
44423-BIH,Female,56,Yes,5,4,1,16
44434-ASS,Female,73,No,15,12,86,46
44439-WES,Female,78,No,11,12,1,3
44453-WES,Female,21,Yes,3,6,1,3
44458-TAM,Female,43,No,7,20,72,5
44466-MAH,Female,43,No,14,31,1,2
44500-MAD,Female,27,Yes,3,7,1,20
44507-WES,Female,40,Yes,9,18,1,3
44514-PUN,Male,62,Yes,12,2,267,26
44558-AND,Female,36,Yes,11,2,67,19
44559-BIH,Female,40,Yes,8,30,1,16
44561-MAD,Male,35,Yes,5,25,1,20
44580-HAR,Female,82,No,8,17,20,32
44580-MAH,Male,39,Yes,2,22,25,2
44605-HAR,Male,40,No,7,28,1,32
44630-RAJ,Female,56,No,1,3,1,11
44639-UTT,Female,27,No,3,25,1,10
44640-ODI,Female,27,Yes,11,1,1,69
44641-TAM,Female,29,No,12,27,1,5
44650-MAH,Female,44,Yes,3,36,1,2
44655-TEL,Male,41,Yes,0,25,18,6
44687-MAD,Male,24,Yes,6,3,1,20
44693-UTT,Female,53,No,11,27,18,10
44700-DEL,Female,48,No,10,19,18,1
44709-WES,Female,72,Yes,7,17,18,3
44718-JAM,Male,52,Yes,15,18,25,41
44730-PUN,Female,63,No,9,1,1,26
44732-AND,Male,71,No,6,29,3,19
44755-JHA,Female,28,Yes,9,19,3,29
44775-GUJ,Female,58,Yes,10,1,3,8
44785-TAM,Female,45,No,9,35,1,5
44798-KER,Male,62,No,13,20,1,73
44805-KER,Female,36,Yes,9,7,1,73
44815-TEL,Female,24,No,10,11,1,6
44816-RAJ,Male,40,No,3,1,1,11
44835-HAR,Female,44,Yes,5,19,1,32
44835-WES,Female,64,No,3,2,22,3
44857-GUJ,Female,46,Yes,14,2,3,8
44871-KER,Male,36,Yes,15,3,1,73
44887-KER,Male,61,Yes,14,19,1,73
44895-RAJ,Male,56,Yes,4,21,288,11
44927-RAJ,Female,40,No,8,21,1,11
44934-TAM,Male,23,Yes,9,9,3,5
44984-KER,Male,56,Yes,1,14,1,73
45004-KER,Female,69,Yes,7,22,1,73
45007-MAH,Female,80,No,8,31,5,2
45017-UTT,Female,42,Yes,13,11,63,10
45027-KAR,Female,42,No,7,5,3,4
45038-BIH,Female,25,Yes,7,14,18,16
45074-TEL,Male,44,No,5,26,1,6
45079-RAJ,Female,59,No,4,26,1,11
45082-BIH,Female,43,No,5,20,1,16
45084-JAM,Female,18,No,14,9,20,41
45085-HAR,Female,57,No,2,19,1,32
45099-TAM,Female,67,Yes,15,31,1,5
45106-TAM,Female,36,No,9,30,1,5
45118-HAR,Female,66,Yes,3,30,1,32
45159-UTT,Female,52,Yes,14,13,20,10
45159-WES,Male,36,Yes,8,33,1,3
45163-RAJ,Female,66,No,15,33,1,11
45174-DEL,Male,48,No,12,11,1,1
45174-JAM,Female,82,No,5,9,20,41
45199-ASS,Male,44,No,2,11,20,46
45202-UTT,Male,38,No,9,25,3,10
45213-AND,Female,25,Yes,15,5,18,19
45226-UTT,Male,68,No,12,12,1,10
45247-GUJ,Female,60,No,10,24,1,8
45265-PUD,Male,32,Yes,1,26,1,238
45281-ASS,Female,81,Yes,15,28,1,46
45307-MAD,Female,73,Yes,5,9,19,20
45317-UTT,Male,23,No,5,1,1,51
45324-TAM,Female,36,Yes,8,14,1,5
45330-MAH,Female,58,Yes,14,22,72,2
45333-RAJ,Male,37,Yes,15,19,1,11
45334-TAM,Female,53,Yes,13,23,1,5
45339-AND,Female,29,Yes,11,2,25,19
45349-RAJ,Male,22,Yes,9,2,1,11
45376-TAM,Male,27,No,11,9,1,5
45390-PUN,Female,27,Yes,5,8,1,26
45392-GUJ,Male,39,No,12,29,1,8
45397-RAJ,Male,48,Yes,0,1,1,11
45398-GUJ,Female,39,No,15,29,3,8
45432-KER,Male,43,Yes,4,30,1,73
45442-RAJ,Male,65,No,1,10,1,11
45459-AND,Female,36,Yes,11,22,1,19
45501-AND,Male,64,Yes,12,7,63,19
45522-HAR,Male,61,No,12,21,1,32
45522-ODI,Male,75,No,14,33,3,69
45542-MAD,Female,68,No,0,32,1,20
45554-UTT,Male,53,No,7,11,1,51
45561-MAH,Female,44,Yes,6,7,18,2
45565-BIH,Female,78,No,14,12,1,16
45591-GUJ,Female,20,Yes,8,5,1,8
45611-GUJ,Female,66,No,12,33,212,8
45619-KAR,Male,42,Yes,6,11,1,4
45651-TAM,Female,42,Yes,1,5,1,5
45654-PUN,Female,26,Yes,7,19,4,26
45660-DEL,Female,79,Yes,5,6,1,1
45666-HAR,Female,40,No,13,15,1,32
45672-TAM,Female,29,No,0,2,18,5
45697-KER,Female,36,No,5,22,1,73
45698-HAR,Female,18,No,15,2,1,32
45727-TEL,Female,52,Yes,1,15,1,6
45744-WES,Female,68,Yes,1,35,212,3
45763-MAH,Female,32,No,10,13,1,2
45769-GUJ,Female,40,Yes,11,17,1,8
45771-KAR,Female,50,No,3,7,18,4
45773-AND,Female,45,No,14,7,3,19
45778-KAR,Female,41,Yes,4,12,1,4
45780-PUN,Male,73,No,2,14,1,26
45799-GUJ,Male,51,Yes,9,24,1,8
45810-TAM,Male,77,No,11,23,1,5
45832-TAM,Female,46,No,9,12,1,5
45860-ODI,Female,38,Yes,14,12,20,69
45877-TAM,Female,27,Yes,9,12,1,5
45883-MAH,Male,31,No,6,10,1,2
45898-TAM,Female,22,Yes,7,11,1,5
45922-MAD,Male,50,No,3,5,1,20
45932-JAM,Male,58,No,8,30,20,41
45978-GUJ,Female,38,Yes,2,19,18,8
45987-MAH,Female,68,Yes,12,8,4,2
45991-MAH,Female,29,No,7,10,67,2
46001-JAM,Female,32,No,8,2,1,41
46004-TAM,Male,25,Yes,1,6,18,5
46015-JAM,Female,47,No,10,34,1,41
46048-HAR,Female,59,No,13,2,1,32
46048-ODI,Female,73,No,15,32,1,69
46061-KAR,Female,71,No,13,24,1,4
46074-DEL,Male,42,Yes,14,31,1,1
46081-TAM,Male,41,Yes,14,29,18,5
46082-KAR,Female,36,Yes,2,8,1,4
46097-AND,Male,28,Yes,11,33,141,19
46106-UTT,Female,33,No,13,5,1,10
46116-MAH,Female,27,No,12,23,1,2
46143-JHA,Male,30,No,0,6,3,29
46144-AND,Female,19,No,2,1,1,19
46162-AND,Female,76,Yes,4,11,3,19
46172-ASS,Male,60,Yes,1,20,20,46
46180-KER,Male,23,No,15,4,1,73
46189-MAH,Female,30,No,13,6,1,2
46190-DEL,Male,28,Yes,0,24,20,1
46190-GUJ,Male,27,Yes,0,36,18,8
46190-TAM,Male,53,Yes,3,3,63,5
46192-KAR,Female,29,No,9,12,1,4
46200-MAD,Male,53,Yes,11,13,1,20
46214-JAM,Female,58,No,5,12,3,41
46241-KER,Female,75,No,15,16,1,73
46274-HAR,Female,44,Yes,4,23,1,32
46345-AND,Female,45,Yes,2,14,1,19
46355-TAM,Female,34,No,0,29,1,5
46363-GUJ,Male,51,No,14,6,193,8
46378-MAH,Female,59,Yes,15,10,18,2
46424-AND,Female,42,Yes,10,10,1,19
46435-JAM,Male,39,No,4,31,1,41
46463-JAM,Male,24,Yes,3,1,1,41
46479-GUJ,Male,41,Yes,0,13,18,8
46487-KAR,Female,20,No,3,1,1,4
46512-ODI,Male,57,No,3,21,1,69
46518-MAH,Male,74,No,0,5,20,2
46541-TAM,Female,62,Yes,1,7,1,5
46542-HAR,Male,61,Yes,0,32,1,32
46547-GUJ,Female,65,No,10,15,1,8
46549-TAM,Male,72,Yes,3,20,22,5
46571-HAR,Female,65,Yes,8,33,18,32
46577-MAH,Female,36,Yes,13,8,72,2
46580-GUJ,Female,45,No,9,2,1,8
46585-JAM,Female,72,Yes,15,26,1,41
46587-AND,Male,45,Yes,2,7,1,19
46605-KAR,Female,54,No,0,13,1,4
46619-RAJ,Male,25,No,1,14,18,11
46624-WES,Female,26,Yes,13,27,86,3
46634-BIH,Male,34,Yes,8,8,1,16
46640-PUN,Male,31,Yes,8,31,1,26
